repeat the first of sun leaf tree cat :	sun
repeat the first of dog tree cat gold :	dog
repeat the first of red dog leaf cat :	red
repeat the first of blue sun blue dog :	blue
repeat the first of leaf tree sun rock :	leaf
repeat the first of rock star star fish :	rock
repeat the first of tree sun sun moon :	tree
repeat the first of moon rock gold star :	moon
repeat the first of rock gold tree red :	rock
repeat the first of red gold tree cat :	red
repeat the first of tree rock dog cat :	tree
repeat the first of gold moon sun star :	gold
repeat the first of gold moon star dog :	gold
repeat the first of gold dog blue tree :	gold
repeat the first of red star rock rock :	red
repeat the first of dog rock cat cat :	dog
repeat the first of moon red moon moon :	moon
repeat the first of star blue blue dog :	star
repeat the first of red blue cat red :	red
repeat the first of gold tree star blue :	gold
repeat the first of red tree rock red :	red
repeat the first of star moon dog fish :	star
repeat the first of fish red leaf dog :	fish
repeat the first of leaf rock red rock :	leaf
repeat the first of moon leaf star gold :	moon
repeat the first of leaf leaf leaf tree :	leaf
repeat the first of sun fish dog fish :	sun
repeat the first of leaf blue star tree :	leaf
repeat the first of red gold gold gold :	red
repeat the first of leaf cat sun red :	leaf
repeat the first of star star rock star :	star
repeat the first of blue leaf cat cat :	blue
repeat the first of red moon tree gold :	red
repeat the first of gold blue blue blue :	gold
repeat the first of tree dog gold dog :	tree
repeat the first of dog fish gold tree :	dog
repeat the first of blue moon blue dog :	blue
repeat the first of red sun rock dog :	red
repeat the first of tree rock star blue :	tree
repeat the first of blue blue moon moon :	blue
repeat the first of sun leaf tree moon :	sun
repeat the first of tree blue rock leaf :	tree
repeat the first of fish fish dog gold :	fish
repeat the first of fish blue rock cat :	fish
repeat the first of blue cat gold fish :	blue
repeat the first of rock red dog gold :	rock
repeat the first of gold sun dog star :	gold
repeat the first of cat leaf red sun :	cat
repeat the first of rock cat star cat :	rock
repeat the first of red cat leaf leaf :	red
repeat the first of fish dog fish sun :	fish
repeat the first of dog blue fish sun :	dog
repeat the first of red fish red rock :	red
repeat the first of moon rock fish cat :	moon
repeat the first of gold star gold dog :	gold
repeat the first of leaf leaf gold fish :	leaf
repeat the first of fish rock leaf cat :	fish
repeat the first of cat tree dog star :	cat
repeat the first of sun gold red fish :	sun
repeat the first of moon rock moon tree :	moon
repeat the first of gold rock star fish :	gold
repeat the first of leaf dog leaf leaf :	leaf
repeat the first of fish tree tree dog :	fish
repeat the first of tree rock red gold :	tree
repeat the first of moon leaf rock sun :	moon
repeat the first of blue cat red tree :	blue
repeat the first of sun dog moon gold :	sun
repeat the first of rock leaf rock leaf :	rock
repeat the first of sun blue moon blue :	sun
repeat the first of blue red gold sun :	blue
repeat the first of star leaf gold rock :	star
repeat the first of leaf leaf cat tree :	leaf
repeat the first of gold sun blue moon :	gold
repeat the first of red blue moon moon :	red
repeat the first of gold sun dog gold :	gold
repeat the first of rock dog dog gold :	rock
repeat the first of gold fish star sun :	gold
repeat the first of cat star fish moon :	cat
repeat the first of cat moon moon dog :	cat
repeat the first of fish cat tree sun :	fish
repeat the first of star star red moon :	star
repeat the first of star sun star dog :	star
repeat the first of gold red sun rock :	gold
repeat the first of rock leaf fish fish :	rock
repeat the first of gold red red sun :	gold
repeat the first of blue star cat rock :	blue
repeat the first of rock fish dog tree :	rock
repeat the first of fish dog rock moon :	fish
repeat the first of star rock star star :	star
repeat the first of dog rock star sun :	dog
repeat the first of gold fish fish dog :	gold
repeat the first of tree rock gold cat :	tree
repeat the first of rock rock moon fish :	rock
repeat the first of cat blue cat leaf :	cat
repeat the first of fish cat fish dog :	fish
repeat the first of blue cat fish tree :	blue
repeat the first of cat leaf leaf leaf :	cat
repeat the first of blue gold moon star :	blue
repeat the first of blue gold fish tree :	blue
repeat the first of leaf leaf rock rock :	leaf
repeat the first of gold dog dog gold :	gold
repeat the first of tree star cat leaf :	tree
repeat the first of blue fish dog sun :	blue
repeat the first of red blue leaf tree :	red
repeat the first of star rock blue blue :	star
repeat the first of sun fish moon fish :	sun
repeat the first of moon gold gold tree :	moon
repeat the first of leaf gold dog dog :	leaf
repeat the first of tree rock star red :	tree
repeat the first of rock dog sun cat :	rock
repeat the first of moon moon rock moon :	moon
repeat the first of moon cat tree dog :	moon
repeat the first of blue gold red dog :	blue
repeat the first of rock gold moon blue :	rock
repeat the first of gold fish dog star :	gold
repeat the first of blue rock leaf moon :	blue
repeat the first of moon red rock dog :	moon
repeat the first of dog star rock gold :	dog
repeat the first of sun star fish star :	sun
repeat the first of rock leaf blue dog :	rock
repeat the first of blue moon sun cat :	blue
repeat the first of gold red sun star :	gold
repeat the first of cat gold sun dog :	cat
repeat the first of red tree blue fish :	red
repeat the first of tree sun red sun :	tree
repeat the first of moon cat leaf cat :	moon
repeat the first of leaf sun rock star :	leaf
repeat the first of red fish cat rock :	red
repeat the first of moon red gold gold :	moon
repeat the first of moon gold gold sun :	moon
repeat the first of fish leaf leaf tree :	fish
repeat the first of tree tree gold star :	tree
repeat the first of rock red sun moon :	rock
repeat the first of star rock gold rock :	star
repeat the first of tree red cat sun :	tree
repeat the first of dog tree star gold :	dog
repeat the first of moon fish rock leaf :	moon
repeat the first of rock moon dog star :	rock
repeat the first of fish fish rock tree :	fish
repeat the first of sun moon rock sun :	sun
repeat the first of fish leaf blue red :	fish
repeat the first of cat rock star gold :	cat
repeat the first of cat star blue sun :	cat
repeat the first of sun sun dog blue :	sun
