sequence 2 4 6 8 next	difference is 2, 8 + 2 = 10, next is 10
sequence 5 10 15 20 next	difference is 5, 20 + 5 = 25, next is 25
sequence 3 6 9 12 next	difference is 3, 12 + 3 = 15, next is 15
sequence 1 4 7 10 next	difference is 3, 10 + 3 = 13, next is 13
sequence 2 5 8 11 next	difference is 3, 11 + 3 = 14, next is 14
sequence 1 3 5 7 next	difference is 2, 7 + 2 = 9, next is 9
sequence 6 12 18 24 next	difference is 6, 24 + 6 = 30, next is 30
sequence 4 8 12 16 next	difference is 4, 16 + 4 = 20, next is 20
sequence 1 2 3 4 next	difference is 1, 4 + 1 = 5, next is 5
sequence 100 90 80 70 next	difference is -10, 70 - 10 = 60, next is 60
sequence 50 45 40 35 next	difference is -5, 35 - 5 = 30, next is 30
sequence 1 2 4 8 next	each is doubled, 8 x 2 = 16, next is 16
sequence 10 20 40 80 next	each is doubled, 80 x 2 = 160, next is 160
sequence 3 9 27 next	each is times 3, 27 x 3 = 81, next is 81
